date,home_team,away_team,team,minute
2021-03-29,Cayman Islands,Canada,Canada,27.0
2021-03-30,Azerbaijan,Serbia,Azerbaijan,59.0
2021-03-30,Croatia,Malta,Croatia,76.0
2021-03-30,Saudi Arabia,Palestine,Saudi Arabia,88.0
2021-03-30,Turkey,Latvia,Turkey,52.0
2021-03-31,Andorra,Hungary,Andorra,90.0
2021-03-31,Armenia,Romania,Armenia,89.0
2021-03-31,England,Poland,England,19.0
2021-03-31,Germany,North Macedonia,Germany,63.0
2021-03-31,Liechtenstein,Iceland,Iceland,90.0
2021-03-31,Lithuania,Italy,Italy,90.0
2021-05-28,Japan,Myanmar,Japan,30.0
2021-05-30,China,Guam,China,20.0
2021-06-02,Cayman Islands,Aruba,Cayman Islands,30.0
2021-06-02,Puerto Rico,Bahamas,Puerto Rico,43.0
2021-06-03,Argentina,Chile,Argentina,23.0
2021-06-03,Nepal,Taiwan,Nepal,3.0
2021-06-03,Palestine,Singapore,Palestine,19.0
2021-06-03,Palestine,Singapore,Palestine,30.0
2021-06-04,Brazil,Ecuador,Brazil,90.0
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,33.0
2021-06-04,Guatemala,Saint Vincent and the Grenadines,Guatemala,79.0
2021-06-04,Maldives,Syria,Syria,33.0
2021-06-04,Maldives,Syria,Syria,45.0
2021-06-04,Maldives,Syria,Syria,71.0
2021-06-04,Saint Kitts and Nevis,Guyana,Saint Kitts and Nevis,9.0
2021-06-05,Aruba,Canada,Canada,20.0
2021-06-05,British Virgin Islands,Curaçao,Curaçao,18.0
2021-06-05,Lebanon,Sri Lanka,Sri Lanka,61.0
2021-06-05,Panama,Anguilla,Panama,35.0
2021-06-05,Panama,Anguilla,Panama,83.0
2021-06-07,Australia,Taiwan,Australia,27.0
2021-06-07,China,Philippines,China,56.0
2021-06-07,Iraq,Cambodia,Iraq,27.0
2021-06-07,Nepal,Jordan,Jordan,23.0
2021-06-07,Qatar,Oman,Qatar,39.0
2021-06-08,Canada,Suriname,Canada,77.0
2021-06-08,Chile,Bolivia,Bolivia,81.0
2021-06-08,Colombia,Argentina,Colombia,51.0
2021-06-08,Grenada,Montserrat,Montserrat,87.0
2021-06-08,Guyana,Puerto Rico,Puerto Rico,25.0
2021-06-09,Korea Republic,Sri Lanka,Korea Republic,42.0
2021-06-10,Estonia,Latvia,Latvia,84.0
2021-06-11,Cambodia,Iran,Iran,16.0
2021-06-11,Cambodia,Iran,Iran,77.0
2021-06-11,Malaysia,Vietnam,Malaysia,72.0
2021-06-11,Malaysia,Vietnam,Vietnam,82.0
2021-06-11,United Arab Emirates,Indonesia,United Arab Emirates,49.0
2021-06-11,Yemen,Uzbekistan,Uzbekistan,19.0
2021-06-12,Saint Kitts and Nevis,El Salvador,El Salvador,64.0
2021-06-13,Brazil,Venezuela,Brazil,64.0
2021-06-13,Korea Republic,Lebanon,Korea Republic,65.0
2021-06-14,Paraguay,Bolivia,Bolivia,10.0
2021-06-15,Bahrain,Hong Kong,Bahrain,54.0
2021-06-15,Bahrain,Hong Kong,Bahrain,90.0
2021-06-15,China,Syria,China,69.0
2021-06-15,Hungary,Portugal,Portugal,87.0
2021-06-15,Japan,Kyrgyzstan,Japan,27.0
2021-06-15,Japan,Kyrgyzstan,Kyrgyzstan,45.0
2021-06-15,Thailand,Malaysia,Malaysia,52.0
2021-06-15,United Arab Emirates,Vietnam,United Arab Emirates,40.0
2021-06-17,Netherlands,Austria,Netherlands,11.0
2021-06-18,Croatia,Czech Republic,Czech Republic,37.0
2021-06-18,Sweden,Slovakia,Sweden,77.0
2021-06-20,Colombia,Peru,Colombia,53.0
2021-06-21,Denmark,Russia,Russia,70.0
2021-06-23,Portugal,France,Portugal,31.0
2021-06-23,Portugal,France,France,45.0
2021-06-23,Portugal,France,Portugal,60.0
2021-06-24,Chile,Paraguay,Paraguay,58.0
2021-06-28,Argentina,Bolivia,Argentina,33.0
2021-06-28,Uruguay,Paraguay,Uruguay,21.0
2021-07-02,Belgium,Italy,Belgium,45.0
2021-07-13,Qatar,Panama,Qatar,63.0
2021-07-13,Qatar,Panama,Panama,79.0
2021-07-15,Haiti,Canada,Canada,74.0
2021-07-15,Haiti,Canada,Canada,79.0
2021-07-15,United States,Martinique,Martinique,64.0
2021-07-17,Panama,Honduras,Panama,32.0
2021-07-24,Qatar,El Salvador,Qatar,55.0
2021-07-29,Mexico,Canada,Mexico,45.0
2021-09-01,Egypt,Angola,Egypt,5.0
2021-09-01,Latvia,Gibraltar,Latvia,50.0
2021-09-01,Latvia,Gibraltar,Gibraltar,71.0
2021-09-01,Luxembourg,Azerbaijan,Luxembourg,28.0
2021-09-02,Algeria,Djibouti,Algeria,25.0
2021-09-02,Algeria,Djibouti,Algeria,40.0
2021-09-02,Canada,Honduras,Honduras,40.0
2021-09-02,Canada,Honduras,Canada,66.0
2021-09-02,Lithuania,Northern Ireland,Northern Ireland,52.0
2021-09-02,Lithuania,Northern Ireland,Northern Ireland,82.0
2021-09-02,Niger,Burkina Faso,Burkina Faso,76.0
2021-09-02,Saudi Arabia,Vietnam,Saudi Arabia,55.0
2021-09-02,Saudi Arabia,Vietnam,Saudi Arabia,80.0
2021-09-02,Venezuela,Argentina,Venezuela,90.0
2021-09-03,Tunisia,Equatorial Guinea,Tunisia,82.0
2021-09-04,Latvia,Norway,Norway,20.0
2021-09-04,Netherlands,Montenegro,Netherlands,38.0
2021-09-04,Slovenia,Malta,Slovenia,45.0
2021-09-05,Belarus,Wales,Wales,6.0
2021-09-05,Belarus,Wales,Belarus,29.0
2021-09-05,Belarus,Wales,Wales,69.0
2021-09-05,Costa Rica,Mexico,Mexico,45.0
2021-09-05,England,Andorra,England,72.0
2021-09-05,Paraguay,Colombia,Colombia,53.0
2021-09-05,Uruguay,Bolivia,Uruguay,67.0
2021-09-05,Uruguay,Bolivia,Bolivia,84.0
2021-09-06,Djibouti,Niger,Niger,65.0
2021-09-06,Ivory Coast,Cameroon,Ivory Coast,20.0
2021-09-06,Ivory Coast,Cameroon,Cameroon,61.0
2021-09-07,Austria,Scotland,Scotland,30.0
2021-09-07,Bosnia and Herzegovina,Kazakhstan,Bosnia and Herzegovina,74.0
2021-09-07,Congo,Senegal,Congo,45.0
2021-09-07,Congo,Senegal,Senegal,87.0
2021-09-07,Equatorial Guinea,Mauritania,Equatorial Guinea,59.0
2021-09-07,Ethiopia,Zimbabwe,Ethiopia,90.0
2021-09-07,Netherlands,Turkey,Netherlands,38.0
2021-09-07,Russia,Malta,Russia,84.0
2021-09-07,Tanzania,Madagascar,Tanzania,2.0
2021-09-07,Zambia,Tunisia,Tunisia,8.0
2021-09-08,Armenia,Liechtenstein,Armenia,45.0
2021-09-08,Hungary,Andorra,Hungary,9.0
2021-09-09,Colombia,Chile,Colombia,19.0
2021-10-06,Morocco,Guinea-Bissau,Morocco,45.0
2021-10-07,Belgium,France,France,69.0
2021-10-07,DR Congo,Madagascar,DR Congo,78.0
2021-10-07,Mali,Kenya,Mali,45.0
2021-10-07,Venezuela,Brazil,Brazil,85.0
2021-10-08,Algeria,Niger,Algeria,60.0
2021-10-08,Gibraltar,Montenegro,Montenegro,44.0
2021-10-08,Liechtenstein,North Macedonia,North Macedonia,66.0
2021-10-09,Georgia,Greece,Greece,90.0
2021-10-09,Ghana,Zimbabwe,Zimbabwe,49.0
2021-10-09,Moldova,Denmark,Denmark,34.0
2021-10-09,Sweden,Kosovo,Sweden,29.0
2021-10-10,Costa Rica,El Salvador,Costa Rica,58.0
2021-10-10,Italy,Belgium,Italy,65.0
2021-10-10,Venezuela,Ecuador,Ecuador,37.0
2021-10-11,Iceland,Liechtenstein,Iceland,35.0
2021-10-11,Iceland,Liechtenstein,Iceland,79.0
2021-10-11,Ivory Coast,Malawi,Ivory Coast,66.0
2021-10-11,Latvia,Turkey,Turkey,90.0
2021-10-11,Netherlands,Gibraltar,Netherlands,45.0
2021-10-12,England,Hungary,Hungary,24.0
2021-10-12,Kosovo,Georgia,Kosovo,45.0
2021-10-12,Oman,Vietnam,Oman,63.0
2021-10-12,Portugal,Luxembourg,Portugal,8.0
2021-10-12,Portugal,Luxembourg,Portugal,13.0
2021-10-12,Serbia,Azerbaijan,Serbia,30.0
2021-10-12,Serbia,Azerbaijan,Serbia,83.0
2021-10-12,Sweden,Greece,Sweden,59.0
2021-10-13,El Salvador,Mexico,Mexico,90.0
2021-11-11,Armenia,North Macedonia,North Macedonia,67.0
2021-11-11,Armenia,North Macedonia,North Macedonia,90.0
2021-11-11,Germany,Liechtenstein,Germany,11.0
2021-11-11,Greece,Spain,Spain,26.0
2021-11-11,Iraq,Syria,Iraq,86.0
2021-11-11,Slovakia,Slovenia,Slovakia,58.0
2021-11-11,Korea Republic,United Arab Emirates,Korea Republic,36.0
2021-11-12,Angola,Egypt,Angola,35.0
2021-11-12,Austria,Israel,Austria,51.0
2021-11-12,Burkina Faso,Niger,Niger,34.0
2021-11-12,Burkina Faso,Niger,Burkina Faso,55.0
2021-11-12,Gabon,Libya,Gabon,54.0
2021-11-13,France,Kazakhstan,France,84.0
2021-11-13,Liberia,Nigeria,Nigeria,15.0
2021-11-13,Liberia,Nigeria,Nigeria,90.0
2021-11-13,Malawi,Cameroon,Cameroon,22.0
2021-11-13,Montenegro,Netherlands,Netherlands,25.0
2021-11-13,Wales,Belarus,Wales,50.0
2021-11-13,Zambia,Mauritania,Zambia,45.0
2021-11-14,Armenia,Germany,Germany,45.0
2021-11-14,Armenia,Germany,Armenia,59.0
2021-11-14,DR Congo,Benin,DR Congo,10.0
2021-11-14,Ghana,South Africa,Ghana,33.0
2021-11-15,Albania,Andorra,Albania,73.0
2021-11-15,Austria,Moldova,Austria,55.0
2021-11-15,Israel,Faroe Islands,Israel,30.0
2021-11-15,Kenya,Rwanda,Kenya,15.0
2021-11-15,San Marino,England,England,27.0
2021-11-15,San Marino,England,England,39.0
2021-11-16,Algeria,Burkina Faso,Burkina Faso,84.0
2021-11-16,China,Australia,China,71.0
2021-11-16,Egypt,Gabon,Egypt,4.0
2021-11-16,Iraq,Korea Republic,Korea Republic,74.0
2021-11-16,Lebanon,United Arab Emirates,United Arab Emirates,85.0
2021-11-16,Libya,Angola,Libya,49.0
2021-11-16,Morocco,Guinea,Morocco,21.0
2021-11-16,Syria,Iran,Iran,42.0
2022-01-09,Cameroon,Burkina Faso,Cameroon,40.0
2022-01-09,Cameroon,Burkina Faso,Cameroon,45.0
2022-01-10,Senegal,Zimbabwe,Senegal,90.0
2022-01-12,Tunisia,Mali,Mali,48.0
2022-01-15,Nigeria,Sudan,Sudan,70.0
2022-01-16,Gambia,Mali,Mali,79.0
2022-01-16,Gambia,Mali,Gambia,90.0
2022-01-17,Burkina Faso,Ethiopia,Ethiopia,52.0
2022-01-18,Gabon,Morocco,Morocco,74.0
2022-01-20,Mali,Mauritania,Mali,49.0
2022-01-27,Japan,China,Japan,13.0
2022-01-30,Egypt,Morocco,Morocco,7.0
2022-01-30,Panama,Jamaica,Jamaica,5.0
2022-02-01,Oman,Australia,Australia,15.0
2022-02-01,Oman,Australia,Oman,89.0
2022-02-01,Uruguay,Venezuela,Uruguay,53.0
2022-02-02,Mexico,Panama,Mexico,80.0
2022-03-21,New Zealand,Fiji,New Zealand,90.0
2022-03-24,Brazil,Chile,Brazil,44.0
2022-03-24,Brazil,Chile,Brazil,72.0
2022-03-24,China,Saudi Arabia,China,82.0
2022-03-24,Lebanon,Syria,Syria,38.0
2022-03-24,New Zealand,New Caledonia,New Zealand,36.0
2022-03-24,Paraguay,Ecuador,Ecuador,85.0
2022-03-27,United States,Panama,United States,17.0
2022-03-27,United States,Panama,United States,45.0
2022-03-29,Nigeria,Ghana,Nigeria,22.0
2022-03-29,Poland,Sweden,Poland,49.0
2022-03-29,Saudi Arabia,Australia,Saudi Arabia,65.0
2022-03-29,Venezuela,Colombia,Colombia,45.0
2022-03-30,Jamaica,Honduras,Honduras,18.0
2022-03-30,Jamaica,Honduras,Jamaica,39.0
2022-03-30,Mexico,El Salvador,Mexico,43.0
2022-06-02,Slovenia,Sweden,Sweden,39.0
2022-06-03,Latvia,Andorra,Latvia,85.0
2022-06-03,Liechtenstein,Moldova,Moldova,5.0
2022-06-04,Finland,Bosnia and Herzegovina,Finland,45.0
2022-06-04,Hungary,England,Hungary,66.0
2022-06-05,Bulgaria,Georgia,Georgia,58.0
2022-06-05,Sweden,Norway,Norway,20.0
2022-06-06,Croatia,France,Croatia,83.0
2022-06-07,Faroe Islands,Luxembourg,Luxembourg,74.0
2022-06-07,Germany,England,England,88.0
2022-06-07,Lithuania,Turkey,Turkey,56.0
2022-06-09,Gibraltar,Bulgaria,Gibraltar,61.0
2022-06-09,Kosovo,Northern Ireland,Kosovo,9.0
2022-06-10,Albania,Israel,Albania,45.0
2022-06-10,Andorra,Liechtenstein,Andorra,78.0
2022-06-10,Moldova,Latvia,Moldova,5.0
2022-06-11,Faroe Islands,Lithuania,Faroe Islands,20.0
2022-06-11,Luxembourg,Turkey,Turkey,37.0
2022-06-12,Norway,Sweden,Norway,54.0
2022-06-13,France,Croatia,Croatia,5.0
2022-06-14,Bosnia and Herzegovina,Finland,Bosnia and Herzegovina,5.0
2022-06-14,Germany,Italy,Germany,45.0
2022-06-14,Luxembourg,Faroe Islands,Luxembourg,12.0
2022-06-14,Moldova,Andorra,Moldova,26.0
2022-06-14,Moldova,Andorra,Moldova,50.0
2022-06-14,Netherlands,Wales,Wales,90.0
2022-06-14,Turkey,Lithuania,Turkey,54.0
2022-09-22,Slovakia,Azerbaijan,Slovakia,90.0
2022-09-22,Turkey,Luxembourg,Turkey,16.0
2022-09-23,Estonia,Malta,Estonia,45.0
2022-09-23,Estonia,Malta,Malta,51.0
2022-09-24,Scotland,Republic of Ireland,Scotland,82.0
2022-09-26,England,Germany,Germany,52.0
2022-09-26,England,Germany,England,83.0
2022-09-26,Gibraltar,Georgia,Georgia,19.0
2022-09-27,Republic of Ireland,Armenia,Republic of Ireland,90.0
2022-11-19,Latvia,Iceland,Iceland,62.0
2022-11-20,Qatar,Ecuador,Ecuador,16.0
2022-11-21,England,Iran,Iran,90.0
2022-11-21,United States,Wales,Wales,82.0
2022-11-22,Argentina,Saudi Arabia,Argentina,10.0
2022-11-23,Germany,Japan,Germany,33.0
2022-11-23,Spain,Costa Rica,Spain,31.0
2022-11-24,Portugal,Ghana,Portugal,65.0
2022-11-28,Portugal,Uruguay,Portugal,90.0
2022-11-29,Ecuador,Senegal,Senegal,44.0
2022-12-04,France,Poland,Poland,90.0
2022-12-05,Brazil,Korea Republic,Brazil,13.0
2022-12-09,Netherlands,Argentina,Argentina,73.0
2022-12-10,England,France,England,54.0
2022-12-13,Argentina,Croatia,Argentina,34.0
2022-12-18,Argentina,France,Argentina,23.0
2022-12-18,Argentina,France,France,80.0
2022-12-18,Argentina,France,France,118.0
2023-03-23,Italy,England,England,44.0
2023-03-23,Portugal,Liechtenstein,Portugal,51.0
2023-03-24,Moldova,Faroe Islands,Moldova,87.0
2023-03-26,Kazakhstan,Denmark,Kazakhstan,73.0
2023-03-26,Liechtenstein,Iceland,Iceland,73.0
2023-06-14,Netherlands,Croatia,Croatia,55.0
2023-06-14,Netherlands,Croatia,Croatia,116.0
2023-06-15,Spain,Italy,Italy,11.0
2023-06-16,Belarus,Israel,Israel,85.0
2023-06-16,Gibraltar,France,France,45.0
2023-06-16,Greece,Republic of Ireland,Greece,15.0
2023-06-16,Malta,England,England,31.0
2023-06-16,Malta,England,England,83.0
2023-06-16,North Macedonia,Ukraine,North Macedonia,31.0
2023-06-16,San Marino,Kazakhstan,Kazakhstan,64.0
2023-06-17,Cyprus,Georgia,Cyprus,39.0
2023-06-17,Iceland,Slovakia,Iceland,41.0
2023-06-17,Norway,Scotland,Norway,61.0
2023-06-19,Armenia,Latvia,Armenia,90.0
2023-06-19,Belarus,Kosovo,Kosovo,87.0
2023-06-19,England,North Macedonia,England,73.0
2023-06-19,France,Greece,France,55.0
2023-06-19,Ukraine,Malta,Ukraine,72.0
2023-06-20,Norway,Cyprus,Norway,56.0
2023-06-25,Haiti,Qatar,Haiti,45.0
2023-06-26,El Salvador,Martinique,El Salvador,90.0
2023-07-01,Cuba,Guadeloupe,Cuba,62.0
2023-07-02,United States,Trinidad and Tobago,United States,45.0
2023-07-04,Canada,Cuba,Canada,21.0
2023-07-04,Canada,Cuba,Cuba,45.0
2023-07-04,Canada,Cuba,Cuba,89.0
2023-07-04,Costa Rica,Martinique,Costa Rica,59.0
2023-07-04,Costa Rica,Martinique,Martinique,75.0
2023-07-04,Guadeloupe,Guatemala,Guadeloupe,63.0
2023-07-08,Mexico,Costa Rica,Mexico,52.0
2023-07-09,United States,Canada,Canada,90.0
2023-09-07,Poland,Faroe Islands,Poland,73.0
2023-09-08,Luxembourg,Iceland,Luxembourg,9.0
2023-09-10,Republic of Ireland,Netherlands,Republic of Ireland,5.0
2023-09-10,Republic of Ireland,Netherlands,Netherlands,19.0
2023-09-11,Latvia,Wales,Wales,29.0
2023-09-12,Sweden,Austria,Austria,69.0
2023-09-12,Switzerland,Andorra,Switzerland,90.0
2023-09-12,Venezuela,Paraguay,Venezuela,90.0
2023-10-12,Colombia,Uruguay,Uruguay,90.0
2023-10-12,Indonesia,Brunei,Indonesia,63.0
2023-10-13,Austria,Belgium,Austria,84.0
2023-10-13,Estonia,Azerbaijan,Azerbaijan,45.0
2023-10-13,Portugal,Slovakia,Portugal,29.0
2023-10-14,Slovenia,Finland,Slovenia,16.0
2023-10-15,Czech Republic,Faroe Islands,Czech Republic,76.0
2023-10-15,Georgia,Cyprus,Georgia,90.0
2023-10-15,Romania,Andorra,Romania,44.0
2023-10-16,Azerbaijan,Austria,Austria,48.0
2023-10-16,Belgium,Sweden,Belgium,31.0
2023-10-16,Bosnia and Herzegovina,Portugal,Portugal,5.0
2023-10-16,Greece,Netherlands,Netherlands,90.0
2023-10-16,Iceland,Liechtenstein,Iceland,22.0
2023-10-17,Brunei,Indonesia,Indonesia,47.0
2023-10-17,England,Italy,England,32.0
2023-10-17,Finland,Kazakhstan,Kazakhstan,77.0
2023-10-17,Lithuania,Hungary,Hungary,67.0
2023-10-17,Malta,Ukraine,Ukraine,43.0
2023-11-16,Bulgaria,Hungary,Bulgaria,78.0
2023-11-16,Burundi,Gambia,Gambia,90.0
2023-11-16,Egypt,Djibouti,Egypt,22.0
2023-11-16,Luxembourg,Bosnia and Herzegovina,Luxembourg,30.0
2023-11-16,Qatar,Afghanistan,Qatar,33.0
2023-11-16,Qatar,Afghanistan,Qatar,45.0
2023-11-16,Qatar,Afghanistan,Qatar,53.0
2023-11-16,Saudi Arabia,Pakistan,Saudi Arabia,48.0
2023-11-16,Slovakia,Iceland,Slovakia,36.0
2023-11-16,Korea Republic,Singapore,Korea Republic,68.0
2023-11-16,Sudan,Togo,Sudan,17.0
2023-11-16,Syria,Korea DPR,Syria,37.0
2023-11-16,United Arab Emirates,Nepal,United Arab Emirates,36.0
2023-11-17,Finland,Northern Ireland,Finland,42.0
2023-11-17,Ivory Coast,Seychelles,Ivory Coast,20.0
2023-11-17,Ivory Coast,Seychelles,Ivory Coast,40.0
2023-11-17,Ivory Coast,Seychelles,Ivory Coast,84.0
2023-11-17,Kazakhstan,San Marino,Kazakhstan,90.0
2023-11-17,Moldova,Albania,Albania,25.0
2023-11-18,France,Gibraltar,France,30.0
2023-11-18,Senegal,South Sudan,Senegal,56.0
2023-11-20,San Marino,Finland,San Marino,90.0
2023-11-20,Slovenia,Kazakhstan,Slovenia,41.0
2023-11-21,Afghanistan,Kuwait,Kuwait,18.0
2023-11-21,Bahrain,United Arab Emirates,United Arab Emirates,90.0
2023-11-21,China,Korea Republic,Korea Republic,11.0
2023-11-21,Ethiopia,Burkina Faso,Burkina Faso,78.0
2023-11-21,Libya,Cameroon,Cameroon,34.0
2023-11-21,Malawi,Tunisia,Tunisia,87.0
2023-11-21,Myanmar,Korea DPR,Korea DPR,34.0
2023-11-21,Paraguay,Colombia,Colombia,11.0
2023-11-21,Wales,Turkey,Turkey,70.0
2024-01-14,Egypt,Mozambique,Egypt,90.0
2024-01-14,United Arab Emirates,Hong Kong,United Arab Emirates,34.0
2024-01-14,United Arab Emirates,Hong Kong,United Arab Emirates,90.0
2024-01-15,Algeria,Angola,Angola,68.0
2024-01-15,Malaysia,Jordan,Jordan,18.0
2024-01-16,Burkina Faso,Mauritania,Burkina Faso,90.0
2024-01-16,Saudi Arabia,Oman,Oman,14.0
2024-01-18,Ivory Coast,Nigeria,Nigeria,55.0
2024-01-19,Vietnam,Indonesia,Indonesia,42.0
2024-01-20,Algeria,Burkina Faso,Burkina Faso,71.0
2024-01-20,Jordan,Korea Republic,Korea Republic,9.0
2024-01-21,South Africa,Namibia,South Africa,14.0
2024-01-22,Mozambique,Ghana,Ghana,15.0
2024-01-22,Mozambique,Ghana,Ghana,70.0
2024-01-22,Mozambique,Ghana,Mozambique,90.0
2024-01-23,Australia,Uzbekistan,Australia,45.0
2024-01-24,Iraq,Vietnam,Iraq,90.0
2024-01-24,Japan,Indonesia,Japan,6.0
2024-01-25,Korea Republic,Malaysia,Malaysia,62.0
2024-01-25,Korea Republic,Malaysia,Korea Republic,90.0
2024-01-28,Egypt,DR Congo,Egypt,45.0
2024-01-29,Cape Verde,Mauritania,Cape Verde,88.0
2024-01-29,Ivory Coast,Senegal,Ivory Coast,86.0
2024-01-29,Qatar,Palestine,Qatar,49.0
2024-01-30,Mali,Burkina Faso,Burkina Faso,57.0
2024-01-31,Iran,Syria,Iran,34.0
2024-01-31,Iran,Syria,Syria,64.0
2024-02-02,Australia,Korea Republic,Korea Republic,90.0
2024-02-02,DR Congo,Guinea,Guinea,21.0
2024-02-02,DR Congo,Guinea,DR Congo,65.0
2024-02-03,Iran,Japan,Iran,90.0
2024-02-07,Nigeria,South Africa,Nigeria,67.0
2024-02-07,Nigeria,South Africa,South Africa,90.0
2024-02-07,Qatar,Iran,Iran,51.0
2024-02-10,Qatar,Jordan,Qatar,22.0
2024-02-10,Qatar,Jordan,Qatar,73.0
2024-02-10,Qatar,Jordan,Qatar,90.0
2024-03-21,Greece,Kazakhstan,Greece,9.0
2024-03-21,Israel,Iceland,Israel,31.0
2024-03-21,Pakistan,Jordan,Jordan,9.0
2024-03-21,Taiwan,Kyrgyzstan,Kyrgyzstan,54.0
2024-03-21,United Arab Emirates,Yemen,United Arab Emirates,24.0
2024-03-26,Bahrain,Nepal,Bahrain,18.0
2024-03-26,China,Singapore,China,65.0
2024-03-26,India,Afghanistan,India,38.0
2024-03-26,India,Afghanistan,Afghanistan,88.0
2024-03-26,Jordan,Pakistan,Jordan,28.0
2024-03-26,Kyrgyzstan,Taiwan,Taiwan,87.0
2024-03-26,Malaysia,Oman,Oman,45.0
2024-03-26,Philippines,Iraq,Iraq,14.0
2024-03-26,Syria,Myanmar,Syria,63.0
2024-03-26,Turks and Caicos Islands,Anguilla,Anguilla,45.0
2024-06-05,Curaçao,Barbados,Curaçao,86.0
2024-06-05,Curaçao,Barbados,Barbados,90.0
2024-06-05,Sierra Leone,Djibouti,Djibouti,35.0
2024-06-05,Suriname,Saint Vincent and the Grenadines,Suriname,39.0
2024-06-05,Trinidad and Tobago,Grenada,Grenada,24.0
2024-06-05,Tunisia,Equatorial Guinea,Tunisia,82.0
2024-06-06,Hong Kong,Iran,Iran,12.0
2024-06-06,Hong Kong,Iran,Iran,34.0
2024-06-06,Indonesia,Iraq,Iraq,54.0
2024-06-06,Libya,Mauritius,Libya,20.0
2024-06-07,Morocco,Zambia,Morocco,6.0
2024-06-08,Bahamas,Trinidad and Tobago,Trinidad and Tobago,14.0
2024-06-08,British Virgin Islands,Guatemala,Guatemala,47.0
2024-06-08,Cameroon,Cape Verde,Cameroon,44.0
2024-06-08,Gambia,Seychelles,Gambia,52.0
2024-06-09,Dominica,Jamaica,Jamaica,80.0
2024-06-10,Burkina Faso,Sierra Leone,Burkina Faso,45.0
2024-06-10,Ghana,Central African Republic,Ghana,6.0
2024-06-10,Guinea,Mozambique,Mozambique,90.0
2024-06-10,Somalia,Botswana,Botswana,72.0
2024-06-11,Australia,Palestine,Australia,5.0
2024-06-11,Australia,Palestine,Australia,87.0
2024-06-11,Dominican Republic,British Virgin Islands,Dominican Republic,15.0
2024-06-11,Japan,Syria,Japan,73.0
2024-06-11,Lebanon,Bangladesh,Lebanon,5.0
2024-06-11,Korea DPR,Myanmar,Korea DPR,87.0
2024-06-11,Puerto Rico,Anguilla,Puerto Rico,20.0
2024-06-11,Saint Lucia,Aruba,Aruba,43.0
2024-06-11,Yemen,Nepal,Yemen,9.0
2024-06-14,Germany,Scotland,Germany,45.0
2024-06-19,Fiji,Samoa,Fiji,45.0
2024-06-19,Fiji,Samoa,Fiji,53.0
2024-06-21,Poland,Austria,Austria,78.0
2024-06-22,Fiji,Tahiti,Fiji,26.0
2024-06-22,Georgia,Czech Republic,Georgia,45.0
2024-06-25,France,Poland,France,56.0
2024-06-25,France,Poland,Poland,79.0
2024-06-26,Ecuador,Jamaica,Ecuador,45.0
2024-06-26,Georgia,Portugal,Georgia,57.0
2024-06-26,Slovakia,Romania,Romania,37.0
2024-06-26,Venezuela,Mexico,Venezuela,57.0
2024-06-28,Colombia,Costa Rica,Colombia,31.0
2024-06-28,Paraguay,Brazil,Brazil,65.0
2024-06-29,Germany,Denmark,Germany,53.0
2024-07-06,Colombia,Panama,Colombia,15.0
2024-07-06,Colombia,Panama,Colombia,90.0
2024-07-10,Netherlands,England,England,18.0
2024-09-05,Azerbaijan,Sweden,Sweden,80.0
2024-09-05,Bolivia,Venezuela,Bolivia,45.0
2024-09-05,Jordan,Kuwait,Kuwait,90.0
2024-09-05,Scotland,Poland,Poland,44.0
2024-09-05,Scotland,Poland,Poland,90.0
2024-09-06,Belgium,Israel,Belgium,52.0
2024-09-06,Cook Islands,Tonga,Tonga,39.0
2024-09-06,Kosovo,Romania,Romania,51.0
2024-09-06,Samoa,American Samoa,Samoa,59.0
2024-09-06,Slovenia,Austria,Slovenia,16.0
2024-09-07,Faroe Islands,North Macedonia,Faroe Islands,9.0
2024-09-07,Faroe Islands,North Macedonia,North Macedonia,49.0
2024-09-07,Georgia,Czech Republic,Georgia,33.0
2024-09-07,Germany,Hungary,Germany,81.0
2024-09-07,Moldova,Malta,Moldova,45.0
2024-09-08,Gibraltar,Liechtenstein,Liechtenstein,90.0
2024-09-08,Slovakia,Azerbaijan,Slovakia,22.0
2024-09-09,Cyprus,Kosovo,Kosovo,9.0
2024-09-09,Romania,Lithuania,Romania,87.0
2024-09-10,Bahrain,Japan,Japan,37.0
2024-09-10,Colombia,Argentina,Colombia,60.0
2024-09-10,Czech Republic,Ukraine,Czech Republic,80.0
2024-09-10,Korea DPR,Qatar,Qatar,31.0
2024-10-10,Papua New Guinea,New Caledonia,New Caledonia,20.0
2024-10-11,Estonia,Azerbaijan,Azerbaijan,45.0
2024-10-12,Cyprus,Romania,Romania,25.0
2024-10-13,Austria,Norway,Austria,49.0
2024-10-13,Malta,Moldova,Malta,87.0
2024-10-14,Belgium,France,France,35.0
2024-10-14,Bosnia and Herzegovina,Hungary,Hungary,50.0
2024-10-14,Iceland,Turkey,Turkey,67.0
2024-10-14,Italy,Israel,Italy,41.0
2024-10-14,Ukraine,Czech Republic,Ukraine,52.0
2024-10-14,Wales,Montenegro,Wales,36.0
2024-10-15,Belarus,Luxembourg,Luxembourg,78.0
2024-10-15,Brazil,Peru,Brazil,38.0
2024-10-15,Brazil,Peru,Brazil,54.0
2024-10-15,Jordan,Oman,Jordan,49.0
2024-10-15,Lithuania,Romania,Lithuania,7.0
2024-10-15,Lithuania,Romania,Romania,18.0
2024-10-15,Palestine,Kuwait,Kuwait,31.0
