2025	01	02	VN	TH	2	1	SEA		21	1327	1409	+5	−7	130	102
2025	01	04	BH	OM	2	1	GLF	KW	21	1529	1513	+3	−4	77	80
2025	01	05	TH	VN	2	3	SEA		-30	1379	1357	−11	+10	113	120
2025	01	18	US	VE	3	1	F		10	1768	1734	+2	−1	32	37
2025	01	22	US	CR	3	0	F		8	1776	1645	+4	0	28	52
2025	01	27	JO	UZ	0	0	F	QA	2	1620	1683	0	−1	54	49
2025	02	06	JM	TT	1	0	F		3	1578	1390	+2	0	64	108
2025	02	08	CL	PA	6	1	F		15	1728	1711	+5	−4	39	44
2025	02	09	JM	TT	1	1	F		-7	1571	1397	−2	+1	66	107
2025	02	17	KP	KZ	2	0	F	TR	17	1404	1413	+6	−4	105	99
2025	03	06	VC	GD	1	1	F		-4	1128	1069	0	0	167	179
2025	03	09	VC	GD	1	1	F		-4	1124	1073	−2	0	169	179
2025	03	13	OM	SD	0	0	F		-6	1507	1392	0	+2	80	110
2025	03	14	JO	KP	1	1	F		-7	1613	1411	0	+4	54	101
2025	03	15	CN	KW	3	1	F	AE	12	1425	1325	+3	−3	96	130
2025	03	16	GT	HN	2	1	F	US	12	1518	1548	+1	−3	80	71
2025	03	19	VN	KH	2	1	F		1	1358	850	0	0	120	205
2025	03	19	RU	GD	5	0	F		0	1789	1073	0	0	25	179
2025	03	19	KZ	CW	2	0	F	TR	12	1425	1324	+4	−3	96	130
2025	03	19	IN	MV	3	0	F		3	1178	886	0	0	162	203
2025	03	19	HK	MO	2	0	F		1	1138	599	0	0	166	232
2025	03	19	MG	CF	4	1	WQ	MA	35	1323	1250	+8	−11	131	152
2025	03	19	LR	TN	0	1	WQ		-8	1256	1606	0	+1	150	58
2025	03	19	CM	SW	0	0	WQ	ZA	-16	1578	1233	−3	+4	63	154
2025	03	20	TJ	BY	0	5	F		-17	1288	1476	−1	+2	138	86
2025	03	20	LB	TL	4	0	F	QA	1	1341	661	−1	0	127	225
2025	03	20	LA	LK	1	2	F		-12	688	736	−3	+3	222	214
2025	03	20	UZ	KG	1	0	WQ		2	1685	1279	+1	−2	48	144
2025	03	20	KR	OM	1	1	WQ		-16	1759	1523	−2	+2	31	79
2025	03	20	SA	CN	1	0	WQ		9	1546	1416	+3	−2	72	98
2025	03	20	QA	KP	5	1	WQ		17	1543	1394	+5	−6	73	107
2025	03	20	JO	PS	3	1	WQ		9	1622	1400	−2	−1	56	104
2025	03	20	JP	BH	2	0	WQ		4	1894	1525	−1	−1	14	78
2025	03	20	IQ	KW	2	2	WQ		-16	1568	1341	−6	+2	66	127
2025	03	20	IR	AE	2	0	WQ		5	1842	1529	+1	−1	17	77
2025	03	20	AU	ID	5	1	WQ		4	1723	1316	0	−1	42	135
2025	03	20	SL	GW	3	1	WQ	LR	33	1328	1297	+9	−9	130	137
2025	03	20	MZ	UG	3	1	WQ	EG	26	1473	1369	+3	−8	87	117
2025	03	20	ML	KM	3	0	WQ	MA	18	1628	1404	+2	−3	54	102
2025	03	20	MW	NA	0	1	WQ		-25	1284	1344	−4	+9	140	126
2025	03	20	LY	AO	1	1	WQ		4	1394	1563	+4	0	107	67
2025	03	20	GM	KE	3	3	WQ	CI	1	1379	1401	+1	+3	113	103
2025	03	20	GA	SC	3	0	WQ		1	1443	857	0	0	92	204
2025	03	20	CV	MU	1	0	WQ		2	1473	1033	0	−1	87	184
2025	03	20	BJ	ZW	2	2	WQ	ZA	-3	1428	1381	−1	+2	95	112
2025	03	20	SK	SI	0	0	EBC		-4	1697	1731	−2	−1	47	41
2025	03	20	KO	IS	2	1	EBC		16	1570	1560	+4	−4	65	68
2025	03	20	BG	IE	1	2	EBC		-19	1467	1627	−5	+2	89	55
2025	03	20	AM	GE	0	3	EBC		-18	1393	1709	−8	+2	109	45
2025	03	20	UA	BE	3	1	EAB	ES	34	1836	1816	+5	−3	18	20
2025	03	20	TR	HU	3	1	EAB		22	1796	1756	+6	−5	25	32
2025	03	20	GR	SQ	0	1	EAB		-28	1784	1787	−9	+7	29	27
2025	03	20	AT	RS	1	1	EAB		-9	1862	1819	−1	+2	16	19
2025	03	20	NL	ES	2	2	ENL		10	1948	2167	+1	0	9	1
2025	03	20	IT	DE	1	2	ENL		-29	1901	2000	−2	+2	13	6
2025	03	20	DK	PT	1	0	ENL		28	1884	1965	+1	−1	15	7
2025	03	20	HR	FR	2	0	ENL		45	1931	2011	+3	0	11	3
2025	03	20	US	PA	0	1	CNL		-29	1747	1740	−7	+7	35	37
2025	03	20	MX	CA	2	0	CNL	US	31	1799	1753	+9	−7	24	33
2025	03	20	PE	BO	3	1	WQ		17	1739	1640	+3	−2	38	52
2025	03	20	PY	CL	1	0	WQ		12	1787	1716	+2	−5	27	44
2025	03	20	BR	CO	2	1	WQ		13	2009	1964	+1	−1	4	8
2025	03	21	NZ	FJ	7	0	WQ		6	1590	1227	0	−1	60	155
2025	03	21	NC	TI	3	0	WQ	NZ	29	1291	1177	+11	−2	138	162
2025	03	21	TH	AF	2	0	F		3	1382	1083	+1	0	112	176
2025	03	21	SG	NP	0	1	F		-16	1060	951	−1	+4	179	189
2025	03	21	PR	DO	2	2	F		2	1122	1285	+1	−2	170	141
2025	03	21	EI	CH	1	1	F		4	1564	1810	+1	0	67	21
2025	03	21	ZA	LS	2	0	WQ		4	1580	1225	+1	0	62	156
2025	03	21	RW	NG	0	2	WQ		-22	1335	1572	−8	+6	129	64
2025	03	21	MA	NE	2	1	WQ		1	1803	1320	0	−1	23	134
2025	03	21	CI	BI	1	0	WQ	MA	6	1585	1274	0	−5	61	147
2025	03	21	GN	SO	0	0	WQ	CI	-19	1471	915	−5	+4	88	198
2025	03	21	GH	TD	5	0	WQ		9	1438	1156	+1	0	93	163
2025	03	21	GQ	ST	2	0	WQ		2	1496	1043	0	0	82	182
2025	03	21	EG	ET	2	0	WQ	MA	6	1663	1268	0	−1	50	148
2025	03	21	CD	SS	1	0	WQ		2	1542	1118	−1	−1	75	172
2025	03	21	BF	DJ	4	1	WQ	MA	3	1483	939	+1	−1	84	193
2025	03	21	BW	DZ	1	3	WQ		-13	1341	1698	−2	+2	126	46
2025	03	21	RO	BA	0	1	WQ		-35	1684	1519	−6	+3	49	81
2025	03	21	PL	LT	1	0	WQ		2	1701	1281	+1	−2	45	143
2025	03	21	MT	FI	0	1	WQ		-11	1259	1549	−2	+3	150	72
2025	03	21	EN	AL	2	0	WQ		4	2010	1631	+1	0	4	53
2025	03	21	CY	SM	2	0	WQ		2	1303	846	0	0	136	206
2025	03	21	AD	LV	0	1	WQ		-15	1068	1291	−1	+8	178	138
2025	03	21	SR	MQ	1	0	CCQ		18	1374	1398	+5	−7	117	105
2025	03	21	VC	JM	1	1	CCQ		15	1139	1556	+4	−7	165	71
2025	03	21	GY	GT	3	2	CCQ	BB	33	1277	1485	+8	−2	145	83
2025	03	21	GP	NI	1	0	CCQ		16	1350	1347	+7	−5	122	123
2025	03	21	CU	TT	1	2	CCQ		-19	1261	1416	−7	+8	149	98
2025	03	21	BM	HN	3	5	CCQ		-9	1133	1557	−3	+1	167	70
2025	03	21	BZ	CR	0	7	CCQ		-6	1087	1651	0	0	175	51
2025	03	21	UY	AR	0	1	WQ		-17	1931	2125	−1	0	10	2
2025	03	21	EC	VE	2	1	WQ		7	1917	1727	0	−2	12	41
2025	03	22	LU	SE	1	0	F		15	1460	1729	+1	−4	90	40
2025	03	22	AZ	HT	0	3	F		-15	1383	1553	−6	+4	111	72
2025	03	22	TG	MR	2	2	WQ		-6	1372	1368	−1	+1	116	118
2025	03	22	SN	SD	0	0	WQ	LY	-16	1754	1408	−2	+10	32	100
2025	03	22	WA	KZ	3	1	WQ		5	1737	1420	+1	−1	38	97
2025	03	22	ME	GI	3	1	WQ		2	1522	1054	0	0	80	180
2025	03	22	MD	NO	0	5	WQ		-9	1346	1815	−2	+1	123	21
2025	03	22	LI	NM	0	3	WQ		-2	911	1613	0	0	199	57
2025	03	22	IL	EE	2	1	WQ	HU	9	1610	1368	+1	−2	58	118
2025	03	22	CZ	FO	2	1	WQ		1	1754	1276	+1	−1	32	146
2025	03	23	KE	GA	1	2	WQ		-23	1378	1466	−10	+3	114	89
2025	03	23	SW	MU	3	3	WQ	ZA	-10	1223	1043	−2	+2	156	182
2025	03	23	SI	SK	1	0	EBC		13	1744	1684	+6	−1	33	48
2025	03	23	IE	BG	2	1	EBC		7	1634	1460	+2	−1	53	90
2025	03	23	IS	KO	1	3	EBC	ES	-29	1531	1599	−7	+5	76	60
2025	03	23	GE	AM	6	1	EBC		7	1716	1386	+2	0	42	109
2025	03	23	RS	AT	2	0	EAB		25	1844	1837	+3	−3	16	19
2025	03	23	SQ	GR	0	3	EAB		-45	1742	1829	−7	+8	34	21
2025	03	23	HU	TR	0	3	EAB		-41	1715	1837	−13	+6	44	19
2025	03	23	BE	UA	3	0	EAB		27	1843	1809	+3	−7	17	25
2025	03	23	ES	NL	3	3	ENL		-18	2149	1966	0	+1	1	8
2025	03	23	PT	DK	5	2	ENL		23	1988	1861	+1	0	6	15
2025	03	23	DE	IT	3	3	ENL		-13	1987	1914	−1	+1	7	12
2025	03	23	FR	HR	2	0	ENL		20	2031	1911	0	−3	3	13
2025	03	23	US	CA	1	2	CNL		-25	1722	1778	−6	+5	41	29
2025	03	23	MX	PA	2	1	CNL	US	17	1816	1723	+2	−3	22	39
2025	03	24	NZ	NC	3	0	WQ		6	1596	1285	0	−2	61	140
2025	03	24	TN	MW	2	0	WQ		5	1611	1279	+1	−1	58	143
2025	03	24	LR	ST	2	1	WQ		6	1262	1037	+1	−1	150	183
2025	03	24	CI	GM	1	0	WQ		6	1591	1373	0	−2	62	115
2025	03	24	GW	BF	1	2	WQ		-15	1282	1498	−5	+2	142	82
2025	03	24	GH	MG	3	0	WQ	MA	24	1462	1299	+3	−3	90	135
2025	03	24	ET	DJ	6	1	WQ	MA	10	1278	929	+3	−1	145	194
2025	03	24	GQ	NA	1	1	WQ	ZA	-8	1488	1352	−1	+4	83	121
2025	03	24	CF	ML	0	0	WQ	MA	16	1266	1612	+4	−2	149	57
2025	03	24	SM	RO	1	5	WQ		-1	845	1685	0	+1	206	47
2025	03	24	PL	MT	2	0	WQ		3	1704	1256	0	−2	45	152
2025	03	24	LT	FI	2	2	WQ		9	1290	1540	+6	−3	137	75
2025	03	24	EN	LV	3	0	WQ		1	2011	1290	0	+1	4	137
2025	03	24	BA	CY	2	1	WQ		6	1525	1297	+3	0	78	136
2025	03	24	AL	AD	3	0	WQ		2	1633	1066	0	0	54	178
2025	03	25	CH	LU	3	1	F		2	1812	1458	0	0	24	91
2025	03	25	SE	EI	5	1	F		7	1736	1557	0	−3	37	70
2025	03	25	RU	ZM	5	0	F		2	1791	1405	−1	0	28	101
2025	03	25	NE	BQ	6	0	F	MA	3	1323	836	+2	0	131	207
2025	03	25	DO	PR	2	0	F		5	1290	1117	+2	−1	138	171
2025	03	25	KH	AW	1	2	F		-11	839	913	−1	+3	206	199
2025	03	25	AZ	BY	0	2	F		-15	1368	1491	−8	0	118	85
2025	03	25	VN	LA	5	0	SQ		1	1359	687	0	0	120	222
2025	03	25	TH	LK	1	0	SQ		1	1383	735	−1	0	112	214
2025	03	25	TJ	TL	1	0	SQ		1	1289	660	−2	0	141	225
2025	03	25	TW	TM	1	2	SQ		-10	914	1216	−3	+1	198	159
2025	03	25	SY	PK	2	0	SQ	SA	2	1440	822	0	0	94	209
2025	03	25	SG	HK	0	0	SQ		-1	1059	1139	+1	+1	178	165
2025	03	25	PH	MV	4	1	SQ		9	1130	877	+3	0	168	203
2025	03	25	MM	AF	2	1	SQ		24	942	1059	+3	−2	193	178
2025	03	25	MY	NP	2	0	SQ		5	1260	946	+2	−2	151	191
2025	03	25	LB	BN	5	0	SQ	QA	2	1343	665	+1	0	125	224
2025	03	25	IN	BD	0	0	SQ		-16	1162	922	−1	+4	162	196
